,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat
423,4,8,2280,0,1985-01-01,1970-01-01,98058,47.4334
424,3,7,940,0,1909-01-01,1970-01-01,98122,47.6073
425,5,7,1030,500,1996-01-01,1970-01-01,98038,47.3592
426,4,7,2190,0,1947-01-01,1974-01-01,98166,47.4546
427,4,8,1770,580,1976-01-01,1970-01-01,98004,47.6408
428,3,7,1200,240,1971-01-01,1970-01-01,98034,47.7245
429,3,8,2200,0,2005-01-01,1970-01-01,98058,47.4362
430,3,9,2290,0,1990-01-01,1970-01-01,98042,47.3739
431,3,11,4040,0,1987-01-01,1970-01-01,98052,47.7205
432,5,8,1920,690,1922-01-01,1970-01-01,98103,47.6636
433,3,7,1490,0,2005-01-01,1970-01-01,98055,47.4324
434,3,8,2450,0,2003-01-01,1970-01-01,98011,47.7734
435,3,9,1440,270,1976-01-01,2014-01-01,98006,47.559
436,3,10,3470,1400,1983-01-01,1970-01-01,98074,47.633
437,3,10,3130,0,1991-01-01,1970-01-01,98052,47.6954
438,3,8,1270,0,2000-01-01,1970-01-01,98115,47.6776
439,3,8,1540,580,1977-01-01,1970-01-01,98146,47.504
440,5,7,1670,0,1954-01-01,1970-01-01,98001,47.2613
441,3,7,2070,0,1974-01-01,1970-01-01,98001,47.3417
442,3,8,1070,350,1953-01-01,1970-01-01,98105,47.6694
443,4,6,1250,0,1980-01-01,1970-01-01,98038,47.4056
444,4,7,940,0,1960-01-01,1970-01-01,98032,47.3838
445,3,7,1920,0,1968-01-01,1970-01-01,98072,47.7487
446,3,10,2610,935,2005-01-01,1970-01-01,98027,47.5534
447,3,7,1260,0,1972-01-01,1970-01-01,98034,47.7355
448,3,7,1300,1040,1975-01-01,1970-01-01,98034,47.7206
449,5,8,1440,1150,1977-01-01,1970-01-01,98028,47.7691
450,3,10,3260,710,1977-01-01,1999-01-01,98034,47.7183
451,3,7,1220,0,1965-01-01,1970-01-01,98011,47.7736
452,4,6,1400,0,1976-01-01,1970-01-01,98038,47.362
453,4,8,1710,650,1983-01-01,1970-01-01,98006,47.5698
454,4,8,1870,0,1960-01-01,1970-01-01,98040,47.5505
455,3,9,2830,0,2001-01-01,1970-01-01,98028,47.7605
456,3,8,2260,0,1994-01-01,1970-01-01,98072,47.7356
457,4,9,1770,200,1980-01-01,1970-01-01,98070,47.3844
458,5,9,1770,1370,1966-01-01,1970-01-01,98055,47.4904
459,5,7,1240,0,1986-01-01,1970-01-01,98042,47.3663
460,3,10,3450,0,2007-01-01,1970-01-01,98006,47.5637
461,4,8,2570,0,1989-01-01,1970-01-01,98042,47.3759
462,3,7,1510,0,1985-01-01,1970-01-01,98031,47.3912
463,3,9,2390,0,1988-01-01,1970-01-01,98023,47.3305
464,3,6,980,0,1953-01-01,1970-01-01,98133,47.7617
465,2,4,430,0,1912-01-01,1970-01-01,98014,47.6499
466,3,7,1480,0,1954-01-01,1970-01-01,98133,47.7311
467,3,8,1850,0,1997-01-01,1970-01-01,98042,47.3701
468,4,7,1920,350,1947-01-01,1970-01-01,98168,47.4857
469,3,8,1810,0,1993-01-01,1970-01-01,98038,47.3724
470,3,6,1610,0,1930-01-01,1983-01-01,98178,47.4855
471,3,10,3840,0,2000-01-01,1970-01-01,98074,47.6336
472,3,9,3130,980,1928-01-01,2013-01-01,98125,47.717
473,3,11,3150,1040,2000-01-01,1970-01-01,98074,47.6332
474,3,9,3390,0,2011-01-01,1970-01-01,98074,47.5906
475,3,7,1890,0,2003-01-01,1970-01-01,98029,47.5461
476,3,9,1080,530,2005-01-01,1970-01-01,98118,47.5674
477,3,7,850,200,1949-01-01,1970-01-01,98115,47.6943
478,3,5,630,0,1918-01-01,1970-01-01,98126,47.5486
479,3,8,1780,1130,1975-01-01,1970-01-01,98033,47.6658
480,3,7,850,850,1955-01-01,1970-01-01,98006,47.5772
481,4,9,1950,0,1990-01-01,1970-01-01,98042,47.3875
482,4,8,2990,0,1973-01-01,1970-01-01,98005,47.6344
483,3,7,900,450,1950-01-01,1970-01-01,98136,47.5275
484,3,9,4860,0,1993-01-01,1970-01-01,98074,47.6179
485,4,8,1460,700,1978-01-01,1970-01-01,98023,47.3078
486,3,11,3860,1000,1998-01-01,1970-01-01,98006,47.5521
487,3,6,890,0,1917-01-01,1970-01-01,98118,47.5158
488,3,9,2810,0,2002-01-01,1970-01-01,98075,47.5985
489,4,8,3400,0,1977-01-01,1970-01-01,98027,47.5645
490,4,7,960,620,1963-01-01,1970-01-01,98052,47.6734
491,4,7,1680,0,1987-01-01,1970-01-01,98055,47.4734
492,5,7,1300,0,1968-01-01,1970-01-01,98042,47.3811
493,4,7,2380,440,1960-01-01,1970-01-01,98034,47.7081
494,3,7,1070,440,1972-01-01,1970-01-01,98034,47.7193
495,3,8,870,360,2004-01-01,1970-01-01,98112,47.6192
496,3,9,1710,400,1925-01-01,2003-01-01,98116,47.5836
497,4,7,1610,1470,1958-01-01,1970-01-01,98032,47.3841
498,4,7,1190,300,1900-01-01,1970-01-01,98116,47.5872
499,3,7,2120,0,2000-01-01,1970-01-01,98065,47.5322
500,3,9,3180,0,2003-01-01,1970-01-01,98065,47.5416
501,3,7,860,630,1929-01-01,1970-01-01,98117,47.6799
502,4,8,1930,0,1966-01-01,1970-01-01,98042,47.3672
503,3,10,2770,0,1999-01-01,1970-01-01,98033,47.684
504,4,7,1670,0,1963-01-01,1970-01-01,98055,47.4404
505,3,7,1330,0,1993-01-01,1970-01-01,98188,47.4467
506,4,7,1210,0,1924-01-01,1970-01-01,98107,47.6729
507,4,7,1030,160,1941-01-01,1970-01-01,98136,47.5346
508,4,7,820,720,1946-01-01,1970-01-01,98119,47.6454
509,3,10,4030,0,2006-01-01,1970-01-01,98033,47.6821
510,4,8,1580,850,1981-01-01,1970-01-01,98052,47.7206
511,3,8,2600,0,2005-01-01,1970-01-01,98059,47.4877
512,4,9,4410,0,1990-01-01,1970-01-01,98053,47.6554
513,3,7,1330,0,1949-01-01,1970-01-01,98133,47.7343
514,5,7,950,950,1951-01-01,1970-01-01,98116,47.5789
515,4,7,1100,0,1950-01-01,1970-01-01,98133,47.7439
516,3,6,1580,400,1932-01-01,1970-01-01,98030,47.3818
517,3,9,2400,0,2001-01-01,1970-01-01,98033,47.6734
518,5,9,3390,1370,1916-01-01,1970-01-01,98112,47.6415
519,3,10,3180,0,2005-01-01,1970-01-01,98059,47.4711
520,5,6,1190,0,1958-01-01,1970-01-01,98058,47.452
521,3,6,630,0,1943-01-01,2005-01-01,98178,47.4973
522,3,8,1520,1010,2005-01-01,1970-01-01,98133,47.7546
523,4,5,1690,0,1930-01-01,1970-01-01,98055,47.4667
524,3,6,940,0,1951-01-01,1970-01-01,98126,47.5186
525,4,7,1240,0,1952-01-01,1970-01-01,98004,47.6221
526,3,7,3040,0,2003-01-01,1970-01-01,98053,47.683
527,3,11,6050,0,2001-01-01,1970-01-01,98024,47.6033
528,3,6,1590,0,1944-01-01,1970-01-01,98125,47.7315
529,3,9,2500,0,1984-01-01,1970-01-01,98052,47.6917
530,3,7,1320,460,1978-01-01,1970-01-01,98038,47.3608
531,3,7,1360,0,1978-01-01,1970-01-01,98092,47.2852
532,3,10,4740,0,1987-01-01,1970-01-01,98075,47.5931
533,4,7,1010,0,1962-01-01,1970-01-01,98198,47.4097
534,4,6,1040,0,1971-01-01,1970-01-01,98010,47.3105
535,4,7,1610,0,1985-01-01,1970-01-01,98058,47.4296
536,3,7,1570,0,1979-01-01,1970-01-01,98011,47.7373
537,4,7,1010,500,1900-01-01,1970-01-01,98103,47.6582
538,3,7,1360,0,1994-01-01,1970-01-01,98042,47.3577
539,3,8,1970,0,1999-01-01,1970-01-01,98055,47.449
540,4,12,5403,0,1976-01-01,1970-01-01,98166,47.4169
541,3,7,1560,0,2003-01-01,1970-01-01,98056,47.5025
542,4,8,2270,50,1973-01-01,1970-01-01,98032,47.3644
543,3,8,2120,0,1967-01-01,1970-01-01,98075,47.5896
544,4,8,2120,0,1983-01-01,1970-01-01,98031,47.3914
545,3,11,3350,0,1988-01-01,1970-01-01,98052,47.7197
546,4,10,2380,0,1991-01-01,1970-01-01,98006,47.5623
547,3,9,720,350,2008-01-01,1970-01-01,98106,47.5213
548,4,7,1560,740,1979-01-01,1970-01-01,98058,47.4518
549,4,6,1320,0,1943-01-01,1970-01-01,98168,47.4949
550,4,7,1140,1040,1946-01-01,1970-01-01,98040,47.5885
551,5,10,3580,800,1952-01-01,1970-01-01,98199,47.6452
552,3,7,1790,0,1949-01-01,1970-01-01,98155,47.749
553,4,6,750,0,1943-01-01,1970-01-01,98055,47.4727
554,5,7,1300,0,1956-01-01,1970-01-01,98028,47.7403
555,3,9,2990,0,1999-01-01,1970-01-01,98059,47.5146
556,3,11,2860,1780,1965-01-01,2003-01-01,98040,47.5666
557,3,7,1400,0,1959-01-01,1970-01-01,98188,47.4339
558,4,8,2750,0,1973-01-01,1970-01-01,98052,47.6368
559,3,7,2050,0,1998-01-01,1970-01-01,98042,47.3628
560,3,7,1410,820,1978-01-01,1970-01-01,98065,47.52
561,4,8,2340,0,1982-01-01,1970-01-01,98092,47.2953
562,3,9,2870,0,2014-01-01,1970-01-01,98103,47.6935
563,3,10,4120,0,1997-01-01,1970-01-01,98074,47.6239
564,3,7,1370,710,1960-01-01,1970-01-01,98005,47.5846
565,3,7,1840,0,2008-01-01,1970-01-01,98053,47.6969
566,4,6,1180,0,1959-01-01,1970-01-01,98178,47.505
567,5,7,1530,630,1927-01-01,1970-01-01,98105,47.667
568,3,8,1180,0,1907-01-01,1970-01-01,98109,47.6376
569,4,6,870,290,1937-01-01,1970-01-01,98014,47.6929
570,3,7,1830,0,2003-01-01,1970-01-01,98038,47.3572
571,3,10,3200,0,2004-01-01,1970-01-01,98075,47.5816
572,4,7,1760,800,1927-01-01,1970-01-01,98108,47.5502
573,5,8,2550,0,1902-01-01,1970-01-01,98122,47.6136
574,3,7,1040,290,1981-01-01,1970-01-01,98058,47.4478
575,4,7,1220,0,1963-01-01,1970-01-01,98038,47.4219
576,3,7,1805,0,2009-01-01,1970-01-01,98002,47.3521
577,3,9,4150,1900,2009-01-01,1970-01-01,98077,47.7466
578,3,8,2320,0,2004-01-01,1970-01-01,98028,47.7727
579,4,6,1384,0,1965-01-01,1970-01-01,98023,47.3062
580,3,9,2720,0,2005-01-01,1970-01-01,98065,47.5422
581,4,7,1820,0,1962-01-01,1970-01-01,98003,47.3366
582,4,7,1530,600,1941-01-01,1970-01-01,98116,47.573
583,3,7,2060,0,1975-01-01,1970-01-01,98034,47.7258
584,4,7,1080,340,1981-01-01,1970-01-01,98031,47.4025
585,3,7,1510,0,1985-01-01,1970-01-01,98045,47.476
586,3,8,1960,200,1903-01-01,2013-01-01,98122,47.6045
587,4,11,3180,0,1978-01-01,1970-01-01,98074,47.6366
588,4,8,2110,0,1985-01-01,1970-01-01,98038,47.3725
589,5,8,1330,730,1931-01-01,1970-01-01,98144,47.5897
590,3,7,1010,820,1981-01-01,1970-01-01,98053,47.6277
591,4,7,1820,0,1966-01-01,1970-01-01,98022,47.1803
592,3,8,1610,0,2006-01-01,1970-01-01,98055,47.4489
593,3,7,1780,0,2006-01-01,1970-01-01,98038,47.3665
594,3,7,1840,0,1996-01-01,1970-01-01,98178,47.4964
595,3,7,990,470,1997-01-01,1970-01-01,98168,47.492
596,3,8,1400,0,2007-01-01,1970-01-01,98126,47.5496
597,3,9,3370,0,2004-01-01,1970-01-01,98045,47.5008
598,3,9,3590,0,1997-01-01,1970-01-01,98023,47.2846
599,4,9,3200,0,1962-01-01,1970-01-01,98040,47.5494
600,3,8,1670,0,2004-01-01,1970-01-01,98053,47.7123
601,3,9,2420,0,1984-01-01,1970-01-01,98092,47.3131
602,3,7,1430,0,1994-01-01,1970-01-01,98010,47.3122
603,3,7,1440,0,1980-01-01,1970-01-01,98052,47.6947
604,3,7,1450,0,1985-01-01,1970-01-01,98029,47.5665
605,5,8,2100,1450,1966-01-01,1970-01-01,98188,47.425
606,3,8,1110,160,2000-01-01,1970-01-01,98103,47.6634
607,3,7,940,0,1949-01-01,1970-01-01,98177,47.7047
608,3,7,1300,370,1990-01-01,1970-01-01,98042,47.3666
609,3,8,2400,700,1996-01-01,1970-01-01,98028,47.7466
610,3,7,1100,0,1997-01-01,1970-01-01,98103,47.6972
611,4,8,1230,640,1925-01-01,1970-01-01,98199,47.6372
612,4,8,1930,0,1990-01-01,1970-01-01,98029,47.5694
613,3,9,2540,0,2005-01-01,1970-01-01,98074,47.6214
614,4,7,1280,0,1988-01-01,1970-01-01,98031,47.3961
615,3,7,1280,540,1967-01-01,1970-01-01,98125,47.7162
616,3,7,1490,0,1981-01-01,1970-01-01,98052,47.6844
617,3,8,1880,0,1988-01-01,1970-01-01,98029,47.5737
618,3,7,1250,0,1971-01-01,1970-01-01,98045,47.4474
619,3,8,1440,0,1983-01-01,1970-01-01,98092,47.3128
620,3,7,1920,0,1989-01-01,1970-01-01,98031,47.4022
621,3,7,1330,730,1976-01-01,1970-01-01,98116,47.5671
622,4,7,1210,0,1958-01-01,1970-01-01,98002,47.2876
623,4,7,940,820,1927-01-01,1970-01-01,98117,47.682
624,4,6,990,0,1947-01-01,1970-01-01,98133,47.7125
625,4,6,820,140,1944-01-01,1970-01-01,98178,47.496
626,3,9,1660,0,2014-01-01,1970-01-01,98144,47.5876
627,4,8,1330,570,1941-01-01,1970-01-01,98115,47.6821
628,3,7,990,280,1970-01-01,1970-01-01,98199,47.6581
629,4,9,3250,0,1983-01-01,1970-01-01,98042,47.3496
630,5,6,960,0,1982-01-01,1970-01-01,98022,47.1951
631,4,7,960,370,1914-01-01,1945-01-01,98199,47.6539
632,5,7,1600,480,1968-01-01,1970-01-01,98056,47.5375
633,3,8,2130,560,1957-01-01,1970-01-01,98028,47.7605
634,3,7,770,120,1910-01-01,1970-01-01,98105,47.6663
635,3,7,1070,0,1977-01-01,1970-01-01,98052,47.6978
636,4,6,1200,0,1953-01-01,1970-01-01,98002,47.3221
637,5,7,1360,0,1949-01-01,1970-01-01,98188,47.4488
638,3,8,2050,0,1993-01-01,1970-01-01,98003,47.2681
639,5,9,2000,1000,1924-01-01,1970-01-01,98116,47.5821
640,3,7,800,500,1963-01-01,1970-01-01,98136,47.5395
641,3,7,1340,910,1982-01-01,1970-01-01,98001,47.336
642,4,8,1980,1760,1978-01-01,1970-01-01,98028,47.7679
643,3,9,1530,130,2015-01-01,1970-01-01,98116,47.5818
644,3,7,2360,0,2003-01-01,1970-01-01,98065,47.5317
645,3,7,1150,610,1987-01-01,1970-01-01,98038,47.3647
646,3,7,1680,0,1916-01-01,1970-01-01,98136,47.5338
647,3,7,870,450,1918-01-01,1970-01-01,98105,47.6681
648,3,6,870,0,1939-01-01,1970-01-01,98198,47.4152
649,3,6,1260,0,1925-01-01,1970-01-01,98146,47.5044
650,3,6,1000,0,1944-01-01,1970-01-01,98166,47.4793
651,4,8,1550,470,1976-01-01,1970-01-01,98077,47.7627
652,3,7,1120,800,1952-01-01,1970-01-01,98118,47.5193
653,4,7,1380,770,1911-01-01,1970-01-01,98126,47.555
654,3,7,1470,0,1999-01-01,1970-01-01,98065,47.526
655,3,10,3180,0,1991-01-01,1970-01-01,98052,47.655
656,4,8,2330,1600,1957-01-01,1970-01-01,98034,47.7022
657,3,6,990,0,1943-01-01,1970-01-01,98105,47.6718
658,3,8,1970,800,2001-01-01,1970-01-01,98052,47.6327
659,4,7,1250,0,1953-01-01,1970-01-01,98004,47.6245
660,3,7,1140,0,1986-01-01,1970-01-01,98045,47.4761
661,3,7,1550,700,1967-01-01,1970-01-01,98027,47.5221
662,3,7,1640,0,1969-01-01,1970-01-01,98155,47.7522
663,3,7,1255,0,2004-01-01,1970-01-01,98125,47.7145
664,3,7,1290,0,1976-01-01,1970-01-01,98072,47.7404
665,3,7,1300,0,1986-01-01,1970-01-01,98059,47.4834
666,3,8,1220,0,2007-01-01,1970-01-01,98133,47.7049
667,3,8,2630,0,2002-01-01,1970-01-01,98117,47.6915
668,4,8,1950,0,1959-01-01,1970-01-01,98003,47.336
669,5,9,2360,800,1965-01-01,1970-01-01,98105,47.6597
670,4,7,860,690,1949-01-01,1970-01-01,98115,47.6759
671,4,7,850,850,1940-01-01,1970-01-01,98115,47.6988
672,5,8,1630,880,1978-01-01,1970-01-01,98006,47.5427
673,4,8,1800,0,1921-01-01,1970-01-01,98102,47.6462
674,3,8,1200,600,1968-01-01,1970-01-01,98058,47.4406
675,3,7,1350,520,1975-01-01,1970-01-01,98034,47.705
676,4,7,1010,0,1925-01-01,1970-01-01,98045,47.4965
677,3,6,1120,0,1924-01-01,1970-01-01,98178,47.5024
678,3,8,1200,890,1969-01-01,1970-01-01,98136,47.5304
679,3,11,4370,0,2001-01-01,1970-01-01,98065,47.544
680,4,7,970,470,1981-01-01,1970-01-01,98023,47.291
681,3,8,2580,0,1984-01-01,1970-01-01,98053,47.6932
682,3,10,3190,0,2006-01-01,1970-01-01,98038,47.3558
683,4,7,1750,630,1995-01-01,1970-01-01,98106,47.5536
684,3,7,1420,0,1930-01-01,1970-01-01,98115,47.6942
685,3,9,2990,0,2014-01-01,1970-01-01,98006,47.5462
686,3,8,2680,0,1990-01-01,1970-01-01,98023,47.2918
687,3,7,2730,0,2006-01-01,1970-01-01,98065,47.5441
688,3,6,1220,0,1946-01-01,1970-01-01,98115,47.6982
689,3,7,1500,0,1967-01-01,1970-01-01,98072,47.7415
690,3,8,1430,400,1958-01-01,1970-01-01,98055,47.4862
691,5,10,4570,0,1965-01-01,1970-01-01,98040,47.5553
692,3,8,2470,0,1983-01-01,1970-01-01,98058,47.4406
693,3,6,670,130,1927-01-01,1970-01-01,98115,47.6997
694,3,9,2900,0,1992-01-01,1970-01-01,98053,47.6726
695,3,7,1410,0,1985-01-01,1970-01-01,98030,47.3702
696,5,8,1610,1220,1979-01-01,1970-01-01,98075,47.5896
697,3,7,1100,580,1977-01-01,1970-01-01,98198,47.3923
698,3,7,920,840,1979-01-01,1970-01-01,98042,47.3664
699,3,8,2240,0,1976-01-01,1970-01-01,98004,47.5894
700,3,5,1380,0,1905-01-01,1970-01-01,98106,47.5708
701,3,6,820,0,1953-01-01,1970-01-01,98118,47.5156
702,2,6,1730,450,1950-01-01,1970-01-01,98005,47.589
703,3,7,1100,300,1900-01-01,1970-01-01,98119,47.6385
704,3,5,880,0,1928-01-01,1970-01-01,98188,47.4672
705,4,6,1060,0,1946-01-01,1970-01-01,98198,47.3444
706,4,7,1530,0,1984-01-01,1970-01-01,98034,47.731
707,3,8,1460,1020,1958-01-01,1970-01-01,98155,47.7646
708,5,6,1490,0,1967-01-01,1970-01-01,98059,47.5015
709,4,9,3260,400,1989-01-01,1970-01-01,98022,47.2413
710,3,8,2340,0,1993-01-01,1970-01-01,98031,47.4206
711,4,7,1450,0,1981-01-01,1970-01-01,98001,47.3575
712,3,9,2210,0,1990-01-01,1970-01-01,98074,47.6285
713,4,7,1130,0,1969-01-01,1970-01-01,98003,47.3437
714,3,7,1100,450,1961-01-01,1970-01-01,98011,47.7573
715,5,7,1010,700,1968-01-01,1970-01-01,98032,47.3745
716,5,7,1010,0,1954-01-01,1970-01-01,98155,47.7359
717,3,7,2660,0,1937-01-01,1990-01-01,98125,47.7142
718,3,7,2660,0,1937-01-01,1990-01-01,98125,47.7142
719,3,7,1300,0,1994-01-01,1970-01-01,98010,47.3131
720,3,7,1670,0,2002-01-01,1970-01-01,98038,47.3668
721,5,7,960,0,1911-01-01,1970-01-01,98103,47.6893
722,4,12,4670,0,1988-01-01,1970-01-01,98005,47.635
723,3,8,1770,370,2007-01-01,1970-01-01,98052,47.6664
724,3,8,1550,970,2004-01-01,1970-01-01,98178,47.4938
725,5,7,1130,520,1978-01-01,1970-01-01,98058,47.4525
726,4,8,1440,0,1978-01-01,1970-01-01,98198,47.3825
727,3,7,1050,0,1950-01-01,1970-01-01,98126,47.5326
728,3,7,1130,340,1983-01-01,1970-01-01,98059,47.4818
729,3,11,4230,0,1989-01-01,1970-01-01,98077,47.7287
730,5,8,1370,600,1976-01-01,1970-01-01,98055,47.4908
731,3,7,1540,0,1992-01-01,1970-01-01,98045,47.4429
732,3,8,2090,0,2012-01-01,1970-01-01,98019,47.7336
733,4,8,2110,270,1934-01-01,1970-01-01,98155,47.7591
734,3,9,2156,0,2012-01-01,1970-01-01,98030,47.3591
735,4,8,2070,0,1986-01-01,1970-01-01,98058,47.4388
736,4,8,1270,640,1951-01-01,1970-01-01,98117,47.7004
737,4,8,1260,660,1977-01-01,1970-01-01,98006,47.5633
738,4,9,2290,1110,1937-01-01,1970-01-01,98105,47.6585
739,3,7,1400,0,1974-01-01,1970-01-01,98001,47.3415
740,3,8,2210,0,1997-01-01,1970-01-01,98030,47.3818
741,3,6,1020,150,1929-01-01,1970-01-01,98117,47.695
742,4,9,2100,0,1995-01-01,1970-01-01,98077,47.7479
743,3,7,1160,0,1967-01-01,1970-01-01,98077,47.7422
744,3,6,900,600,1925-01-01,1970-01-01,98117,47.6921
745,3,8,2940,0,2000-01-01,1970-01-01,98011,47.7533
746,4,7,1300,710,1963-01-01,1970-01-01,98116,47.5793
747,3,7,2170,0,2003-01-01,1970-01-01,98028,47.7767
748,4,7,1250,180,1940-01-01,1970-01-01,98117,47.6988
749,3,7,1070,440,1970-01-01,1970-01-01,98034,47.7121
750,3,6,800,350,1952-01-01,1970-01-01,98155,47.7447
751,5,8,1140,1010,1960-01-01,1970-01-01,98116,47.5671
752,5,7,1230,140,1944-01-01,1970-01-01,98108,47.5646
753,3,8,2380,0,2010-01-01,1970-01-01,98053,47.717
754,5,7,770,600,1911-01-01,1988-01-01,98112,47.6374
755,3,7,1070,530,1979-01-01,1970-01-01,98023,47.3272
756,4,9,2030,1720,1981-01-01,1970-01-01,98006,47.5511
757,3,10,2910,1040,1991-01-01,1970-01-01,98116,47.5912
758,4,9,2400,0,1964-01-01,1970-01-01,98005,47.5987
759,4,8,2830,0,1918-01-01,1970-01-01,98118,47.5132
760,3,8,2440,0,1996-01-01,1970-01-01,98053,47.6333
761,3,8,1050,140,2008-01-01,1970-01-01,98116,47.5818
762,3,7,1400,0,1997-01-01,1970-01-01,98019,47.7576
763,3,7,2730,0,2005-01-01,1970-01-01,98038,47.3608
764,5,7,1610,780,1983-01-01,1970-01-01,98056,47.4987
765,3,8,2060,0,1984-01-01,1970-01-01,98074,47.6216
766,4,8,1290,1200,1961-01-01,1970-01-01,98004,47.6051
767,5,7,1100,0,1984-01-01,1970-01-01,98042,47.363
768,5,8,1470,960,1965-01-01,1970-01-01,98115,47.6777
769,3,10,2360,810,1995-01-01,1970-01-01,98023,47.3384
770,3,8,2640,0,1987-01-01,1970-01-01,98058,47.4598
771,4,7,1130,0,1961-01-01,1970-01-01,98056,47.5089
772,3,7,1940,0,1957-01-01,1970-01-01,98177,47.7751
773,3,7,1100,0,1912-01-01,2005-01-01,98117,47.6797
774,4,7,1200,0,1955-01-01,1970-01-01,98006,47.5771
775,4,8,1000,1000,1963-01-01,1970-01-01,98008,47.6188
776,3,8,1730,160,2002-01-01,1970-01-01,98168,47.4802
777,3,7,1060,850,1910-01-01,1970-01-01,98122,47.6101
778,3,9,2710,0,1998-01-01,1970-01-01,98092,47.3314
779,5,10,3100,1760,1905-01-01,1970-01-01,98112,47.6196
780,5,7,1250,0,1967-01-01,1970-01-01,98059,47.475
781,5,6,970,620,1938-01-01,1970-01-01,98034,47.7146
782,3,8,1050,190,2009-01-01,1970-01-01,98133,47.7073
783,4,7,2000,0,1911-01-01,1970-01-01,98103,47.6583
784,4,8,3610,0,1966-01-01,1970-01-01,98008,47.6261
785,4,8,1930,0,1966-01-01,1970-01-01,98023,47.3109
786,3,7,1280,0,1964-01-01,1970-01-01,98117,47.6949
787,4,7,2090,0,1984-01-01,1970-01-01,98027,47.4691
788,4,7,1140,800,1969-01-01,1970-01-01,98003,47.3289
789,4,7,1800,0,1990-01-01,1970-01-01,98106,47.5293
790,4,7,1400,330,1980-01-01,1970-01-01,98052,47.6792
791,3,9,2810,0,1982-01-01,1970-01-01,98074,47.6337
792,3,11,2260,1290,1999-01-01,1970-01-01,98006,47.5506
793,3,6,1330,0,1952-01-01,1970-01-01,98168,47.492
794,3,6,750,0,1950-01-01,1970-01-01,98168,47.4781
795,3,7,1090,670,1947-01-01,1970-01-01,98133,47.7041
796,3,9,3200,0,1993-01-01,1970-01-01,98053,47.6304
797,5,8,1740,0,1958-01-01,1970-01-01,98033,47.6815
798,3,8,2100,0,1999-01-01,1970-01-01,98065,47.5341
799,4,12,4270,0,1993-01-01,1970-01-01,98077,47.7354
800,3,7,1340,0,1913-01-01,1970-01-01,98103,47.6518
801,5,9,1680,1510,1967-01-01,1970-01-01,98006,47.5619
802,3,8,1630,0,1987-01-01,1970-01-01,98034,47.7148
803,3,9,2990,0,2007-01-01,1970-01-01,98011,47.746
804,3,6,1550,0,1954-01-01,1970-01-01,98126,47.5222
805,3,8,1690,0,1989-01-01,1970-01-01,98029,47.5756
806,3,8,1960,0,1989-01-01,1970-01-01,98042,47.3405
807,5,8,1360,1030,1977-01-01,1970-01-01,98006,47.5433
808,3,7,2600,0,2004-01-01,1970-01-01,98053,47.6799
809,3,8,1950,0,1999-01-01,1970-01-01,98042,47.39
810,4,7,1250,0,1964-01-01,1970-01-01,98008,47.6329
811,3,8,840,340,2008-01-01,1970-01-01,98122,47.6124
812,3,7,1680,0,2004-01-01,1970-01-01,98056,47.4802
813,3,9,2220,0,1989-01-01,1970-01-01,98075,47.5839
814,3,11,3090,1800,1999-01-01,1970-01-01,98040,47.5602
815,3,8,2660,0,2014-01-01,1970-01-01,98010,47.3077
816,3,7,1150,0,1988-01-01,1970-01-01,98029,47.5707
817,4,6,1130,0,1941-01-01,1970-01-01,98030,47.3839
818,3,9,2760,0,2005-01-01,1970-01-01,98059,47.539
819,3,7,1430,0,1992-01-01,1970-01-01,98022,47.2118
820,4,5,1490,0,1932-01-01,1970-01-01,98092,47.2597
821,3,8,2030,0,2004-01-01,1970-01-01,98031,47.393
822,5,9,1890,1120,1931-01-01,1970-01-01,98199,47.6347
823,4,7,1130,680,1954-01-01,1970-01-01,98133,47.7493
824,4,7,1130,680,1954-01-01,1970-01-01,98133,47.7493
825,3,6,970,0,1968-01-01,1970-01-01,98118,47.5282
826,5,7,1510,500,1926-01-01,1970-01-01,98103,47.682
827,3,6,1300,0,1947-01-01,1970-01-01,98168,47.4778
828,3,7,1260,0,1959-01-01,1970-01-01,98008,47.6357
829,3,8,2610,0,1983-01-01,1970-01-01,98075,47.5771
830,3,8,1110,800,1941-01-01,1970-01-01,98115,47.6898
831,4,8,1780,0,1987-01-01,1970-01-01,98058,47.4622
832,4,8,1900,0,1975-01-01,1970-01-01,98023,47.3102
833,3,7,1340,1110,1957-01-01,1970-01-01,98008,47.6061
834,4,5,1380,0,1939-01-01,1957-01-01,98001,47.294
835,4,7,1230,690,1977-01-01,1970-01-01,98023,47.3272
836,3,8,1350,0,2004-01-01,1970-01-01,98053,47.7176
837,3,8,1350,0,2004-01-01,1970-01-01,98053,47.7176
838,4,8,1290,1220,1962-01-01,1970-01-01,98032,47.3748
839,3,8,2470,0,2002-01-01,1970-01-01,98092,47.3337
840,3,7,960,700,1956-01-01,1970-01-01,98168,47.5033
841,3,7,940,400,1987-01-01,1970-01-01,98133,47.7321
842,4,7,1620,0,1911-01-01,1977-01-01,98006,47.5719
843,3,8,2300,0,1977-01-01,1970-01-01,98022,47.2477
844,3,8,2000,0,2008-01-01,1970-01-01,98177,47.7027
845,4,8,1640,0,1972-01-01,1970-01-01,98059,47.4723
846,4,7,1530,0,1912-01-01,1970-01-01,98105,47.6645
